Player + Season,Player,Rights,Position,Leagues,Teams,Season ,Draft Year,Age,DY-1 NHLe,NHLe,Star %,Make %
https://www.eliteprospects.com/player/664652/sawyer-seidlSawyer Seidl2022,Sawyer Seidl,Unsigned,F,ushs-mn,Hill-Murray School,2022,0,17.11,,0.26,0.02%,0.04%
https://www.eliteprospects.com/player/475618/riley-seeRiley See2022,Riley See,Unsigned,F,ajhl,Whitecourt Wolverines,2022,0,17.86,0.85,0.59,0.02%,0.03%
https://www.eliteprospects.com/player/430928/rasmus-welinRasmus Welin2022,Rasmus Welin,Unsigned,F,j20-elit,IFK Hallsberg J20,2022,2,19.37,0.56,0.12,0.02%,0.01%
https://www.eliteprospects.com/player/700678/nikita-nefyodovNikita Nefyodov2022,Nikita Nefyodov,Unsigned,F,nmhl,Tverichi Tver,2022,1,18.4,1.11,0.37,0.02%,0.07%
https://www.eliteprospects.com/player/718463/jackson-tweedJackson Tweed2022,Jackson Tweed,Unsigned,F,ushs-mn,Stillwater High,2022,0,17.71,,0.4,0.02%,0.05%
https://www.eliteprospects.com/player/485340/brydon-bellBrydon Bell2022,Brydon Bell,Unsigned,D,kijhl,Grand Forks Border Bruins,2022,0,17.94,,0.77,0.02%,0.04%
https://www.eliteprospects.com/player/709131/yevgeni-bobylyovYevgeni Bobylyov2022,Yevgeni Bobylyov,Unsigned,F,mhl,Tyumenski Legion,2022,0,17.63,2.04,1.87,0.02%,0.04%
https://www.eliteprospects.com/player/669854/jack-olsonJack Olson2022,Jack Olson,Unsigned,D,ushs-mn,Hermantown High,2022,0,17.48,0,0.64,0.02%,0.01%
https://www.eliteprospects.com/player/753120/jakob-zabranskyJakob Zabransky2022,Jakob Zabransky,Unsigned,F,alpshl,VEU Feldkirch,2022,0,17.53,,0,0.02%,0.04%
https://www.eliteprospects.com/player/829198/wyatt-norstegaardWyatt Norstegaard2022,Wyatt Norstegaard,Unsigned,F,naphl-18u,Montana Big Sky Stars 18U AA,2022,0,17.57,,1.27,0.02%,0.07%
https://www.eliteprospects.com/player/798176/matthew-mahoneyMatthew Mahoney2022,Matthew Mahoney,Unsigned,F,ushs-prep,The Winchendon School,2022,0,17.8,,0.47,0.02%,0.04%
https://www.eliteprospects.com/player/568024/kasper-allingerKasper Allinger2022,Kasper Allinger,Unsigned,F,j20-div.1,Hammarby IF J20,2022,1,18.99,0.22,0.53,0.02%,0.03%
https://www.eliteprospects.com/player/556236/harald-osterbergHarald Osterberg2022,Harald Osterberg,Unsigned,D,j20-div.1,Partille HK J20,2022,1,18.57,,0.33,0.02%,0.01%
https://www.eliteprospects.com/player/290028/vladimir-chetverikovVladimir Chetverikov2022,Vladimir Chetverikov,Unsigned,F,"division-1, division-2","Vasby IK, Spanga IS",2022,5,22.23,,0.39,0.02%,0.10%
https://www.eliteprospects.com/player/642373/santeri-vilenSanteri Vilen2022,Santeri Vilen,Unsigned,F,u20 sm-liiga,TPS U20,2022,1,18.49,,0.68,0.02%,0.04%
https://www.eliteprospects.com/player/583488/david-chorneyDavid Chorney2022,David Chorney,Unsigned,F,amhl,SSAC Athletics U18 AAA,2022,0,17.62,,1.06,0.02%,0.04%
https://www.eliteprospects.com/player/266401/nicklas-jensenNicklas Jensen2022,Nicklas Jensen,Unsigned,F,"denmark2, denmark-u20","Rdovre SIK, Rdovre U20",2022,4,21.31,0.95,1.96,0.02%,0.04%
https://www.eliteprospects.com/player/645826/marty-griffinMarty Griffin2022,Marty Griffin,Unsigned,F,ushs-mn,Gentry Academy,2022,0,17.97,0,0.15,0.02%,0.04%
https://www.eliteprospects.com/player/583462/thomas-mooreThomas Moore2022,Thomas Moore,Unsigned,F,sjhl,Melfort Mustangs,2022,0,17.86,,0.6,0.02%,0.05%
https://www.eliteprospects.com/player/489327/filippo-rigoniFilippo Rigoni2022,Filippo Rigoni,Unsigned,F,alpshl,Asiago,2022,1,18.22,,0.36,0.02%,0.05%
https://www.eliteprospects.com/player/646079/emile-desjardinsEmile Desjardins2022,Emile Desjardins,Unsigned,D,qmaaa,Amos Forestiers,2022,0,17.53,,1.05,0.02%,0.03%
https://www.eliteprospects.com/player/468052/jesper-van-den-boschJesper Van Den Bosch2022,Jesper Van Den Bosch,Unsigned,F,division-2,Sudrets HC,2022,2,19.89,0.32,0.39,0.02%,0.03%
https://www.eliteprospects.com/player/885425/cody-bauerCody Bauer2022,Cody Bauer,Unsigned,F,ushs-prep,Nichols School,2022,0,17.13,,0.21,0.02%,0.03%
https://www.eliteprospects.com/player/583995/ludvig-rothLudvig Roth2022,Ludvig Roth,Unsigned,F,j20-div.1,Jonstorps IF J20,2022,0,17.86,,0.28,0.02%,0.05%
https://www.eliteprospects.com/player/723723/macrae-ryanMacrae Ryan2022,Macrae Ryan,Unsigned,F,naphl-18u,Ogden Jr Mustangs 18U AA,2022,1,18.51,,0.79,0.02%,0.03%
https://www.eliteprospects.com/player/605067/johan-torres-selnesJohan Trres Selnes2022,Johan Trres Selnes,Unsigned,D,norway2,Nidaros Hockey,2022,0,18,,0.78,0.02%,0.04%
https://www.eliteprospects.com/player/585007/cameron-perryCameron Perry2022,Cameron Perry,Unsigned,F,usphl-premier,Fort Wayne Spacemen,2022,1,18.81,2.04,1.36,0.02%,0.02%
https://www.eliteprospects.com/player/405547/felix-granathFelix Granath2022,Felix Granath,Unsigned,F,division-4,Drevviken HK,2022,0,17.58,,0.37,0.02%,0.03%
https://www.eliteprospects.com/player/696049/eevert-paananenEevert Paananen2022,Eevert Paananen,Unsigned,F,u18 sm-sarja,SaiPa/Kettera U18,2022,0,17.26,,1.31,0.02%,0.02%
https://www.eliteprospects.com/player/708592/maxim-mavrinMaxim Mavrin2022,Maxim Mavrin,Unsigned,F,slovakia-u18,MSK Puchov U18,2022,0,17.39,0.4,0.31,0.02%,0.06%
https://www.eliteprospects.com/player/573079/tim-kollerTim Koller2022,Tim Koller,Unsigned,F,"u20-top, swissdiv1","Basel U20, HC Delemont-Vallee",2022,2,19.85,0.26,0.8,0.02%,0.01%
https://www.eliteprospects.com/player/541826/luc-williLuc Willi2022,Luc Willi,Unsigned,F,u20-top,Basel U20,2022,1,18.72,0,0.07,0.02%,0.03%
https://www.eliteprospects.com/player/512315/pierceton-vangurpPierceton Vangurp2022,Pierceton Vangurp,Unsigned,F,usphl-premier,Las Vegas Thunderbirds,2022,0,17.72,,0,0.02%,0.06%
https://www.eliteprospects.com/player/700217/nikita-sokolovNikita Sokolov2022,Nikita Sokolov,Unsigned,F,nmhl,Olimpiya Kirovo-Chepetsk,2022,0,17.92,,1.14,0.02%,0.02%
https://www.eliteprospects.com/player/709257/kristoffer-hewondKristoffer Hewond2022,Kristoffer Hewond,Unsigned,F,j18-div.1,Nassjo HC J18,2022,0,17.22,,0.16,0.02%,0.04%
https://www.eliteprospects.com/player/534323/aiden-ryanAiden Ryan2022,Aiden Ryan,Unsigned,F,naphl-18u,Chicago Hawks 18U AA,2022,0,17.91,,0.79,0.02%,0.06%
https://www.eliteprospects.com/player/517522/isak-ivehedIsak Ivehed2022,Isak Ivehed,Unsigned,F,"j20-div.1, j20-elit","Tingsryds AIF J20 2, Tingsryds AIF J20",2022,0,17.94,,1.11,0.02%,0.02%
https://www.eliteprospects.com/player/565289/william-ahlinWilliam Ahlin2022,William Ahlin,Unsigned,F,j20-elit,Falu IF J20,2022,1,18.9,,0.07,0.02%,0.03%
https://www.eliteprospects.com/player/652414/pierre-olivier-gagnonPierre-Olivier Gagnon2022,Pierre-Olivier Gagnon,Unsigned,D,ushs-prep,Hebron Academy,2022,0,17.91,,0.47,0.02%,0.04%
https://www.eliteprospects.com/player/739196/noah-patrickNoah Patrick2022,Noah Patrick,Unsigned,D,gojhl,Welland Jr. Canadians,2022,0,17.93,,0.33,0.02%,0.04%
https://www.eliteprospects.com/player/729168/chris-meyerChris Meyer2022,Chris Meyer,Unsigned,D,denmark-u20,Frederikshavn U20,2022,0,17.65,0.2,0.06,0.02%,0.01%
https://www.eliteprospects.com/player/502340/hugo-vezina-fuseyHugo Vezina-Fusey2022,Hugo Vezina-Fusey,Unsigned,F,ajhl,Whitecourt Wolverines,2022,0,17.82,,1.02,0.02%,0.05%
https://www.eliteprospects.com/player/653717/etienne-gagnonEtienne Gagnon2022,Etienne Gagnon,Unsigned,D,ushs-prep,Kents Hill School,2022,0,17.84,,0.66,0.02%,0.03%
https://www.eliteprospects.com/player/640205/mads-vahl-christensenMads Vahl Christensen2022,Mads Vahl Christensen,Unsigned,F,denmark-u20,Hvidovre U20,2022,1,18.71,0.16,0,0.02%,0.02%
https://www.eliteprospects.com/player/622824/guido-paolellaGuido Paolella2022,Guido Paolella,Unsigned,F,u20-elit,Lugano U20,2022,0,18,0,1.53,0.02%,0.08%
https://www.eliteprospects.com/player/681841/cedric-gysiCedric Gysi2022,Cedric Gysi,Unsigned,D,u20-top,Rapperswil U20,2022,0,17.6,0.62,0.43,0.02%,0.01%
https://www.eliteprospects.com/player/563522/oskari-isomakiOskari Isomaki2022,Oskari Isomaki,Unsigned,F,ii-divisioona,APV,2022,2,19.28,,1.64,0.02%,0.01%
https://www.eliteprospects.com/player/666358/joshua-swanJoshua Swan2022,Joshua Swan,Unsigned,F,ushs-prep,Vermont Academy,2022,0,17.35,,0.39,0.02%,0.04%
https://www.eliteprospects.com/player/885817/shane-hornerShane Horner2022,Shane Horner,Unsigned,F,naphl-18u,Clearwater Ice Storm 18U AA White,2022,0,17.45,,0.4,0.02%,0.05%
https://www.eliteprospects.com/player/661575/ethan-leeEthan Lee2022,Ethan Lee,Unsigned,F,etahl u18,Central Ontario Wolves U18 AAA,2022,0,17.7,,0.34,0.02%,0.05%
https://www.eliteprospects.com/player/710832/andrew-changAndrew Chang2022,Andrew Chang,Unsigned,F,ojhl,St. Michael's Buzzers,2022,0,17.58,,0.21,0.02%,0.04%
https://www.eliteprospects.com/player/794179/giovanni-ursilloGiovanni Ursillo2022,Giovanni Ursillo,Unsigned,F,usphl-premier,Ogden Mustangs,2022,0,17.94,1.75,1.3,0.02%,0.03%
https://www.eliteprospects.com/player/820184/ryan-dohertyRyan Doherty2022,Ryan Doherty,Unsigned,F,ushs-prep,St. Paul's School,2022,0,17.59,0.78,0.83,0.02%,0.06%
https://www.eliteprospects.com/player/690803/daniel-gertsogDaniel Gertsog2022,Daniel Gertsog,Unsigned,D,germany3,Krefelder EV 1981 U23,2022,0,17.66,1.22,0.72,0.02%,0.01%
https://www.eliteprospects.com/player/650769/oscar-erikssonOscar Eriksson2022,Oscar Eriksson,Unsigned,F,"j18-elit, j20-elit","Ostersunds IK J18, Ostersunds IK J20",2022,0,17.55,0,0.35,0.02%,0.04%
https://www.eliteprospects.com/player/586789/theo-foglioTheo Foglio2022,Theo Foglio,Unsigned,F,naphl-18u,Tri-State Spartans 18U AAA 2,2022,0,17.44,,1.19,0.02%,0.03%
https://www.eliteprospects.com/player/719406/evan-robbinsEvan Robbins2022,Evan Robbins,Unsigned,D,naphl-18u,Pittsburgh Icemen 18U AAA,2022,0,17.95,,0.79,0.02%,0.03%
https://www.eliteprospects.com/player/750348/aidan-foleyAidan Foley2022,Aidan Foley,Unsigned,F,ushs-prep,Taft School,2022,0,17.7,0,0,0.02%,0.07%
https://www.eliteprospects.com/player/552122/albin-rainerssonAlbin Rainersson2022,Albin Rainersson,Unsigned,D,superelit,MoDo Hockey J20,2022,0,17.94,1.51,0.67,0.02%,0.02%
https://www.eliteprospects.com/player/666904/alex-mcdonaldAlex Mcdonald2022,Alex Mcdonald,Unsigned,F,nojhl,Kirkland Lake Gold Miners,2022,0,17.45,,0.94,0.02%,0.03%
https://www.eliteprospects.com/player/715331/kyle-engKyle Eng2022,Kyle Eng,Unsigned,F,bcmml,Greater Van Canadians U18 AAA,2022,0,17.36,,0.81,0.02%,0.03%
https://www.eliteprospects.com/player/688375/cody-martinsonCody Martinson2022,Cody Martinson,Unsigned,F,ushs-mn,Moorhead High,2022,1,18.71,,0.49,0.02%,0.01%
https://www.eliteprospects.com/player/702972/trey-gnetzTrey Gnetz2022,Trey Gnetz,Unsigned,D,"ushs-mn, naphl-18u","Cretin-Derham Hall, Chippewa Falls Steel 18U AAA",2022,0,17.12,,0.24,0.02%,0.03%
https://www.eliteprospects.com/player/613220/donovan-knucklesDonovan Knuckles2022,Donovan Knuckles,Unsigned,F,naphl-18u,St. Louis Sting 18U AA,2022,0,17.59,,2.38,0.02%,0.03%
https://www.eliteprospects.com/player/699351/ivan-teltsovIvan Teltsov2022,Ivan Teltsov,Unsigned,F,nmhl,GUOR Yaroslavl,2022,0,17.72,,2.55,0.02%,0.01%
https://www.eliteprospects.com/player/865451/sam-gonyawSam Gonyaw2022,Sam Gonyaw,Unsigned,D,usphl-premier,Lake Erie Bighorns,2022,0,17.56,,0,0.02%,0.04%
https://www.eliteprospects.com/player/561023/hunter-demarcoHunter Demarco2022,Hunter Demarco,Unsigned,F,ushs-prep,Vermont Academy,2022,0,18,,1.16,0.02%,0.02%
https://www.eliteprospects.com/player/712530/ludvig-enanderLudvig Enander2022,Ludvig Enander,Unsigned,F,j20-div.1,Tierps HK J20,2022,1,18.19,0.11,0.2,0.02%,0.02%
https://www.eliteprospects.com/player/580177/dawson-abrahamsDawson Abrahams2022,Dawson Abrahams,Unsigned,F,gojhl,Pelham Panthers,2022,0,17.72,,0.95,0.02%,0.02%
https://www.eliteprospects.com/player/713383/nikita-pakhomovNikita Pakhomov2022,Nikita Pakhomov,Unsigned,F,belarus-vysshaya,Minskie Zubry,2022,1,18.25,1.13,0.67,0.02%,0.03%
https://www.eliteprospects.com/player/600710/gustaf-karlssonGustaf Karlsson2022,Gustaf Karlsson,Unsigned,F,j20-elit,Sollentuna HC J20,2022,0,17.87,0.3,0.29,0.02%,0.09%
https://www.eliteprospects.com/player/877606/mark-ilyuchikMark Ilyuchik2022,Mark Ilyuchik,Unsigned,F,belarus-vysshaya,HK Brest-2,2022,0,17.29,,0,0.02%,0.04%
https://www.eliteprospects.com/player/692350/fyodor-chamortsevFyodor Chamortsev2022,Fyodor Chamortsev,Unsigned,F,nmhl,Polyot Rybinsk,2022,1,18.68,0.72,0,0.02%,0.02%
https://www.eliteprospects.com/player/870418/nikita-kukhlenkovNikita Kukhlenkov2022,Nikita Kukhlenkov,Unsigned,F,belarus-vysshaya,Aviator Baranovichi,2022,0,17.78,,0.97,0.02%,0.03%
https://www.eliteprospects.com/player/519548/elias-nordbergElias Nordberg2022,Elias Nordberg,Unsigned,F,j18-div.1,Haradsbygdens SS J18,2022,0,17.52,0.54,0.38,0.02%,0.05%
https://www.eliteprospects.com/player/638373/gabriel-wiita-adamssonGabriel Wiita Adamsson2022,Gabriel Wiita Adamsson,Unsigned,F,"j18-div.1, superelit","Norrtalje IK J18, Djurgardens IF J20",2022,1,18.19,0.49,1.01,0.02%,0.03%
https://www.eliteprospects.com/player/569230/zackery-somersZackery Somers2022,Zackery Somers,Unsigned,F,sjhl,Melfort Mustangs,2022,0,17.45,,1.17,0.02%,0.03%
https://www.eliteprospects.com/player/672540/maddox-rearicMaddox Rearic2022,Maddox Rearic,Unsigned,F,naphl-18u,Esmark Stars 18U AAA,2022,0,18,,1.7,0.02%,0.02%
https://www.eliteprospects.com/player/889302/klimenti-dreimanKlimenti Dreiman2022,Klimenti Dreiman,Unsigned,F,belarus-vysshaya,HK Gomel-2,2022,0,17.77,,0,0.02%,0.07%
https://www.eliteprospects.com/player/579437/marek-synakMarek Synak2022,Marek Synak,Unsigned,F,slovakia-u20,MsHKM Zilina U20,2022,0,17.82,,0.97,0.02%,0.04%
https://www.eliteprospects.com/player/483454/jackson-gudzJackson Gudz2022,Jackson Gudz,Unsigned,F,vijhl,Campbell River Storm,2022,1,18.52,,0.93,0.02%,0.02%
https://www.eliteprospects.com/player/690261/benjamin-keeferBenjamin Keefer2022,Benjamin Keefer,Unsigned,D,ushs-mn,Eastview High (MN),2022,0,17.92,0,0.21,0.02%,0.01%
https://www.eliteprospects.com/player/870422/nikita-yankovskyNikita Yankovsky2022,Nikita Yankovsky,Unsigned,F,belarus-vysshaya,Aviator Baranovichi,2022,0,18,,1.57,0.02%,0.02%
https://www.eliteprospects.com/player/707398/riley-beneventoRiley Benevento2022,Riley Benevento,Unsigned,F,gojhl,totals,2022,2,19.72,,0.52,0.02%,0.02%
https://www.eliteprospects.com/player/572079/luke-janusLuke Janus2022,Luke Janus,Unsigned,F,mjhl,Winnipeg Blues,2022,0,17.41,,0,0.02%,0.06%
https://www.eliteprospects.com/player/563043/bryson-currieBryson Currie2022,Bryson Currie,Unsigned,F,mjahl,Truro Bearcats,2022,0,17.61,1.38,0.48,0.02%,0.03%
https://www.eliteprospects.com/player/549079/aidan-puleyAidan Puley2022,Aidan Puley,Unsigned,F,cchl,Navan Grads,2022,0,17.27,,0.61,0.02%,0.06%
https://www.eliteprospects.com/player/644599/vilmer-grundstromVilmer Grundstrom2022,Vilmer Grundstrom,Unsigned,F,j18 allsvenskan,MoDo Hockey J18,2022,0,17.68,2.42,0.42,0.02%,0.06%
https://www.eliteprospects.com/player/720529/dominick-palumboDominick Palumbo2022,Dominick Palumbo,Unsigned,F,ushs-mn,Rogers High,2022,0,17.11,,0.64,0.02%,0.03%
https://www.eliteprospects.com/player/738500/rohan-anandRohan Anand2022,Rohan Anand,Unsigned,F,cahs,Bishop's College School Varsity,2022,0,17.27,,0.76,0.02%,0.02%
https://www.eliteprospects.com/player/711466/jayden-lavalley-lewisJayden Lavalley-Lewis2022,Jayden Lavalley-Lewis,Unsigned,F,etahl u18,Markham Waxers U18 AAA,2022,0,17.13,,0.13,0.02%,0.03%
https://www.eliteprospects.com/player/277660/vince-tartariVince Tartari2022,Vince Tartari,Unsigned,F,france,Bordeaux,2022,3,20.52,,0,0.02%,0.04%
https://www.eliteprospects.com/player/708829/rene-nummelinRene Nummelin2022,Rene Nummelin,Unsigned,D,u18 sm-sarja,TPS U18,2022,0,17.62,,1.14,0.02%,0.03%
https://www.eliteprospects.com/player/573191/jesse-jannaJesse Janna2022,Jesse Janna,Unsigned,F,qjaaahl,West Island Shamrocks,2022,0,17.33,,0,0.02%,0.06%
https://www.eliteprospects.com/player/582490/caden-kekewichCaden Kekewich2022,Caden Kekewich,Unsigned,F,ojhl,Trenton Golden Hawks,2022,0,17.81,,0.47,0.02%,0.03%
https://www.eliteprospects.com/player/707672/daniil-portugalovDaniil Portugalov2022,Daniil Portugalov,Unsigned,F,belarus-vysshaya,Sobol Beryoza,2022,0,17.82,1.15,1.71,0.02%,0.05%
https://www.eliteprospects.com/player/691780/sam-pfeifferSam Pfeiffer2022,Sam Pfeiffer,Unsigned,F,naphl-18u,Littleton Hawks 18U AA,2022,0,17.68,,1.19,0.02%,0.05%
https://www.eliteprospects.com/player/596575/joseph-desavvaJoseph Desavva2022,Joseph Desavva,Unsigned,D,j20-div.1,Guldsmedshytte SK J20,2022,0,17.09,,0.25,0.02%,0.02%
https://www.eliteprospects.com/player/655126/daniel-byggDaniel Bygg2022,Daniel Bygg,Unsigned,F,j18-div.1,Vasteras IK Ungdom J18,2022,0,17.82,0,0.07,0.02%,0.02%
https://www.eliteprospects.com/player/607773/oliver-petersenOliver Petersen2022,Oliver Petersen,Unsigned,F,"j18-div.1, superelit","IK Oskarshamn J18, IK Oskarshamn J20",2022,0,17.5,,0.27,0.02%,0.03%
https://www.eliteprospects.com/player/526274/ilya-bogachukIlya Bogachuk2022,Ilya Bogachuk,Unsigned,F,"nmhl, vhl","HK Rossosh, Buran Voronezh",2022,0,17.74,,2.43,0.02%,0.02%
https://www.eliteprospects.com/player/719711/zander-karowZander Karow2022,Zander Karow,Unsigned,F,ushs-mn,Bloomington Kennedy High,2022,0,17.1,0,0.08,0.02%,0.07%
https://www.eliteprospects.com/player/644375/alex-elander-varrinAlex Elander Varrin2022,Alex Elander Varrin,Unsigned,D,"j18-div.1, j20-div.1","Jonstorps IF J18, Jonstorps IF J20",2022,0,17.58,,0.24,0.02%,0.03%
https://www.eliteprospects.com/player/606472/isak-lundenIsak Lunden2022,Isak Lunden,Unsigned,F,j18-div.1,Alvesta SK J18,2022,0,17.62,,0.46,0.02%,0.06%
https://www.eliteprospects.com/player/546180/luca-muiggLuca Muigg2022,Luca Muigg,Unsigned,F,ebel,HC Innsbruck,2022,1,18.76,,1,0.02%,0.01%
https://www.eliteprospects.com/player/641708/erik-perssonErik Persson2022,Erik Persson,Unsigned,D,j18-div.2,KRIF Hockey J18,2022,0,17.59,,0.24,0.02%,0.03%
https://www.eliteprospects.com/player/833050/harrison-follettHarrison Follett2022,Harrison Follett,Unsigned,F,naphl-18u,Cherry Creek High,2022,0,17.87,0,0.79,0.02%,0.06%
https://www.eliteprospects.com/player/878336/mikhail-rogozhnikovMikhail Rogozhnikov2022,Mikhail Rogozhnikov,Unsigned,D,nmhl,Polyot Rybinsk,2022,0,17.82,,0,0.02%,0.04%
https://www.eliteprospects.com/player/649061/jesper-arvidssonJesper Arvidsson2022,Jesper Arvidsson,Unsigned,F,"j18-elit, j18 allsvenskan","IF Bjorkloven J18, IF Bjorkloven J18",2022,0,17.56,,0.18,0.02%,0.05%
https://www.eliteprospects.com/player/709405/joona-hujanenJoona Hujanen2022,Joona Hujanen,Unsigned,F,u18 sm-sarja,totals,2022,0,17.49,,0.92,0.02%,0.02%
https://www.eliteprospects.com/player/734987/artyom-zaverukhaArtyom Zaverukha2022,Artyom Zaverukha,Unsigned,F,belarus-vysshaya,Sobol Beryoza,2022,0,17.83,1.12,0.83,0.02%,0.02%
https://www.eliteprospects.com/player/734379/matt-iacarellaMatt Iacarella2022,Matt Iacarella,Unsigned,F,ushs-mn,Anoka High,2022,0,17.73,0.4,0.61,0.02%,0.06%
https://www.eliteprospects.com/player/422913/manuel-mullerManuel Muller2022,Manuel Muller,Unsigned,F,germany3,HC Landsberg,2022,0,17.82,,0,0.02%,0.06%
https://www.eliteprospects.com/player/641242/ryan-langloisRyan Langlois2022,Ryan Langlois,Unsigned,F,nsmmhl,Steele Subaru U18,2022,0,17.71,,1.07,0.02%,0.03%
https://www.eliteprospects.com/player/615357/hunter-nowakHunter Nowak2022,Hunter Nowak,Unsigned,D,mphl,"St. Francis High Prep |Athol,NY|",2022,0,17.65,,1.17,0.02%,0.03%
https://www.eliteprospects.com/player/566812/cheeno-gryskaCheeno Gryska2022,Cheeno Gryska,Unsigned,F,naphl-18u,Team Alaska 18U AAA,2022,0,17.91,,1.02,0.02%,0.02%
https://www.eliteprospects.com/player/710363/jonno-siotasJonno Siotas2022,Jonno Siotas,Unsigned,F,etahl u18,Markham Waxers U18 AAA,2022,0,17.17,,0.14,0.02%,0.02%
https://www.eliteprospects.com/player/703234/boldizsar-farkasBoldizsar Farkas2022,Boldizsar Farkas,Unsigned,D,u18 sm-sarja,Assat U18,2022,0,17.58,,0,0.02%,0.03%
https://www.eliteprospects.com/player/611421/hakon-magnussonHakon Magnusson2022,Hakon Magnusson,Unsigned,F,j20-elit,Sollentuna HC J20,2022,1,18.59,0.42,0.46,0.02%,0.03%
https://www.eliteprospects.com/player/579090/matthew-corsonMatthew Corson2022,Matthew Corson,Unsigned,F,usphl-premier,Fort Wayne Spacemen,2022,0,17.22,0.55,0.25,0.02%,0.08%
https://www.eliteprospects.com/player/579230/jakub-kloboucekJakub Kloboucek2022,Jakub Kloboucek,Unsigned,D,ushs-prep,Kents Hill School,2022,0,17.99,,0.32,0.02%,0.04%
https://www.eliteprospects.com/player/806166/jett-jmaeffJett Jmaeff2022,Jett Jmaeff,Unsigned,F,kijhl,Creston Valley Thunder Cats,2022,0,17.71,,0.08,0.02%,0.07%
https://www.eliteprospects.com/player/619405/alexander-dilAlex Dil2022,Alex Dil,Unsigned,F,mhl,MHK Spartak Moskva,2022,0,17.63,1.83,0.49,0.02%,0.04%
https://www.eliteprospects.com/player/715316/sam-davidsonSam Davidson2022,Sam Davidson,Unsigned,F,vijhl,Port Alberni Bombers,2022,0,17.7,0,0.7,0.02%,0.05%
https://www.eliteprospects.com/player/712077/alexander-balykinAlex Balykin2022,Alex Balykin,Unsigned,F,mhl,Sakhalinskiye Akuly,2022,0,17.68,,1.31,0.02%,0.02%
https://www.eliteprospects.com/player/548293/tim-kosikTim Kosik2022,Tim Kosik,Unsigned,F,u20-elit,GCK Lions U20,2022,1,18.45,1.07,1.27,0.02%,0.03%
https://www.eliteprospects.com/player/634522/connor-meigherConnor Meigher2022,Connor Meigher,Unsigned,D,ushs-prep,Albany Academy,2022,0,17.43,,0.1,0.02%,0.03%
https://www.eliteprospects.com/player/726660/caleb-weienCaleb Weien2022,Caleb Weien,Unsigned,F,naphl-18u,Monument Hockey Academy 18U,2022,0,17.76,0.4,0,0.02%,0.03%
https://www.eliteprospects.com/player/612827/zdenko-kanosZdenko Kanos2022,Zdenko Kanos,Unsigned,F,slovakia-u20,HC Banska Bystrica U20,2022,0,17.51,,0.76,0.02%,0.04%
