Player + Season,Player,Rights,Position,Leagues,Teams,Season ,Draft Year,Age,DY-1 NHLe,NHLe,Star %,Make %
https://www.eliteprospects.com/player/658972/broten-saboBroten Sabo2022,Broten Sabo,Unsigned,D,nahl,St. Cloud Norsemen,2022,2,19.1,0.49,3.25,0.29%,0.18%
https://www.eliteprospects.com/player/297660/jan-bambulaJan Bambula2022,Jan Bambula,Unsigned,F,"czech, czech u18, czech2","HC Olomouc, AZ Havirov U18, AZ Havirov",2022,3,20.74,3.11,10.33,0.29%,0.49%
https://www.eliteprospects.com/player/603773/justin-varnerJustin Varner2022,Justin Varner,Unsigned,F,ushl,Youngstown Phantoms,2022,0,17.59,3.53,5.56,0.29%,1.15%
https://www.eliteprospects.com/player/276474/mark-kastelicMark Kastelic2022,Mark Kastelic,Ottawa Senators,F,"ahl, nhl","Belleville Senators, Ottawa Senators",2022,5,22.52,1.96,15.28,0.29%,8.21%
https://www.eliteprospects.com/player/548287/liekit-reichleLiekit Reichle2022,Liekit Reichle,Unsigned,F,whl,totals,2022,1,18.65,2.33,4.44,0.29%,0.82%
https://www.eliteprospects.com/player/265709/adam-danielssonAdam Danielsson2022,Adam Danielsson,Unsigned,D,division-2,GSK Hockey,2022,4,21.32,0.54,1.26,0.29%,0.01%
https://www.eliteprospects.com/player/705808/luca-erneLuca Erne2022,Luca Erne,Unsigned,D,usphl-premier,Fresno Monsters,2022,0,17.64,0.49,2.58,0.29%,1.52%
https://www.eliteprospects.com/player/101840/matej-kozlikMatej Kozlik2022,Matej Kozlik,Unsigned,F,czech-u20,HC Ocelari Trinec U20,2022,0,17.62,,5.3,0.29%,0.83%
https://www.eliteprospects.com/player/326546/rhett-rhinehartRhett Rhinehart2022,Rhett Rhinehart,Unsigned,D,whl,Saskatoon Blades,2022,2,19.8,4.09,5.9,0.29%,27.45%
https://www.eliteprospects.com/player/476027/tyson-greenwayTyson Greenway2022,Tyson Greenway,Unsigned,F,whl,Tri-City Americans,2022,1,18.67,0.89,5.01,0.29%,0.94%
https://www.eliteprospects.com/player/295596/pier-olivier-royPier-Olivier Roy2022,Pier-Olivier Roy,Unsigned,F,qmjhl,Quebec Remparts,2022,2,19.52,4.28,6.92,0.29%,0.33%
https://www.eliteprospects.com/player/595541/nikolai-muratovNikolai Muratov2022,Nikolai Muratov,Unsigned,F,nmhl,Dynamo-576 St. Petersburg,2022,2,19.63,3.17,2.78,0.29%,0.65%
https://www.eliteprospects.com/player/588314/sergei-shamshurinSergei Shamshurin2022,Sergei Shamshurin,Unsigned,F,mhl,Krasnaya Armiya Moskva,2022,2,19.34,4.43,9.33,0.29%,0.81%
https://www.eliteprospects.com/player/490236/nikita-pyshkayloNikita Pyshkaylo2022,Nikita Pyshkaylo,Unsigned,F,"khl, belarus","Dinamo Minsk, Dinamo-Molodechno",2022,4,21.3,2.92,13.42,0.29%,0.54%
https://www.eliteprospects.com/player/248957/ludvig-ostmanLudvig Ostman2022,Ludvig Ostman,Unsigned,D,allsvenskan,Vasteras IK,2022,5,22.58,0.36,6.6,0.29%,0.04%
https://www.eliteprospects.com/player/201453/brannon-mcmanusBrannon Mcmanus2022,Brannon Mcmanus,Unsigned,F,"ncaa, ahl","Univ. of Nebraska-Omaha, Abbotsford Canucks",2022,5,22.2,7.89,14.74,0.29%,1.75%
https://www.eliteprospects.com/player/623765/tristan-sarslandTristan Sarsland2022,Tristan Sarsland,Unsigned,D,"ushs-mn, nahl","Benilde-St. Margaret's School, Fairbanks Ice Dogs",2022,0,17.56,2.92,3.2,0.29%,1.52%
https://www.eliteprospects.com/player/290311/casey-severoCasey Severo2022,Casey Severo,Unsigned,F,ushl,Madison Capitols,2022,3,20.62,2.15,10.51,0.29%,0.51%
https://www.eliteprospects.com/player/359536/patrick-guzzoPatrick Guzzo2022,Patrick Guzzo,Unsigned,F,ncaa,Ohio State Univ.,2022,2,19.8,3.48,6.15,0.29%,0.74%
https://www.eliteprospects.com/player/618216/artyom-svishchyovArtyom Svishchyov2022,Artyom Svishchyov,Unsigned,F,mhl,Omskie Yastreby,2022,1,18.59,7.58,6.93,0.29%,0.39%
https://www.eliteprospects.com/player/438232/tomi-paloTomi Palo2022,Tomi Palo,Unsigned,F,u20 sm-liiga,HPK U20,2022,3,20.24,1.17,6.5,0.29%,0.63%
https://www.eliteprospects.com/player/611347/jason-seaholmJason Seaholm2022,Jason Seaholm,Unsigned,F,naphl-18u,West Dundee Leafs 18U AA,2022,0,17.86,,5.95,0.29%,0.99%
https://www.eliteprospects.com/player/531285/denis-komkovDenis Komkov2022,Denis Komkov,Unsigned,F,"mhl, vhl","Irbis Kazan, Bars Kazan",2022,3,20.13,,15.4,0.29%,0.91%
https://www.eliteprospects.com/player/408723/sheldin-howardSheldin Howard2022,Sheldin Howard,Unsigned,F,"nahl, mjhl","Amarillo Wranglers, Selkirk Steelers",2022,2,19.82,2.82,3.11,0.29%,0.64%
https://www.eliteprospects.com/player/615543/lukas-plosLukas Plos2022,Lukas Plos,Unsigned,F,"wjc-18, czech-u20","Czechia U18, Bili Tygri Liberec U20",2022,0,17.24,,3.9,0.29%,2.58%
https://www.eliteprospects.com/player/420027/lukas-klemmLukas Klemm2022,Lukas Klemm,Unsigned,D,nahl,Jamestown Rebels,2022,0,17.4,2.75,2.28,0.29%,1.72%
https://www.eliteprospects.com/player/579280/jaroslav-chmelarJaroslav Chmelar2022,Jaroslav Chmelar,New York Rangers,F,u20 sm-liiga,Jokerit U20,2022,1,18.16,1.71,3.15,0.29%,1.91%
https://www.eliteprospects.com/player/273827/petr-chlanPetr Chlan2022,Petr Chlan,Unsigned,F,czech,HC Vitkovice,2022,5,22.29,,11.95,0.29%,1.40%
https://www.eliteprospects.com/player/644764/yaroslav-smychkovYaroslav Smychkov2022,Yaroslav Smychkov,Unsigned,F,belarus-vysshaya,Pinskiye Yastreby,2022,2,19.46,2.56,10.03,0.29%,0.67%
https://www.eliteprospects.com/player/281709/josh-prokopJosh Prokop2022,Josh Prokop,Unsigned,F,usports,Univ. of Alberta,2022,4,21.63,,10.22,0.29%,0.73%
https://www.eliteprospects.com/player/568999/artyom-murylyovArtyom Murylyov2022,Artyom Murylyov,Unsigned,D,mhl,Omskie Yastreby,2022,2,19.06,2.27,4.17,0.29%,0.27%
https://www.eliteprospects.com/player/627774/sergei-makarovSergei Makarov2022,Sergei Makarov,Unsigned,D,mhl,Ladia Togliatti,2022,2,19.14,0.35,4.49,0.29%,0.10%
https://www.eliteprospects.com/player/496403/ty-cheveldayoffTy Cheveldayoff2022,Ty Cheveldayoff,Unsigned,F,whl,Spokane Chiefs,2022,1,18.34,0.77,3.67,0.29%,1.45%
https://www.eliteprospects.com/player/620330/ruslan-gimbatovRuslan Gimbatov2022,Ruslan Gimbatov,Unsigned,F,mhl,totals,2022,0,17.57,1.93,4.17,0.29%,2.01%
https://www.eliteprospects.com/player/292094/artur-turanskyArtur Turansky2022,Artur Turansky,Unsigned,F,nahl,Lone Star Brahmas,2022,3,20.18,1.41,7.82,0.29%,0.69%
https://www.eliteprospects.com/player/623763/carson-reedCarson Reed2022,Carson Reed,Unsigned,D,ushs-mn,Warroad High,2022,0,17.4,2.57,2.49,0.29%,1.29%
https://www.eliteprospects.com/player/588309/jakob-stenderJakob Stender2022,Jakob Stender,Unsigned,D,ushl,Fargo Force,2022,2,19.11,,3.79,0.29%,0.91%
https://www.eliteprospects.com/player/299488/serron-noelSerron Noel2022,Serron Noel,Florida Panthers,F,ahl,Charlotte Checkers,2022,4,21.1,3.94,9.98,0.29%,19.55%
https://www.eliteprospects.com/player/642637/peter-repcikPeter Repcik2022,Peter Repcik,Unsigned,F,"qmjhl, whl","Cape Breton Eagles, Lethbridge Hurricanes",2022,0,17.68,7.46,2.1,0.29%,0.76%
https://www.eliteprospects.com/player/483470/chase-bertholetChase Bertholet2022,Chase Bertholet,Unsigned,F,whl,totals,2022,1,18.5,1.29,9.33,0.29%,1.27%
https://www.eliteprospects.com/player/658927/dylan-cookDylan Cook2022,Dylan Cook,Unsigned,F,naphl-18u,Northstar Christian Acad 18U AAA,2022,1,18.54,5.38,5.17,0.29%,0.68%
https://www.eliteprospects.com/player/603639/jackson-dorringtonJackson Dorrington2022,Jackson Dorrington,Unsigned,D,ushl,Des Moines Buccaneers,2022,0,17.42,,3.15,0.29%,1.76%
https://www.eliteprospects.com/player/300505/linus-nassenLinus Nassen2022,Linus Nassen,Unsigned,F,shl,Frolunda HC,2022,4,21.33,2.23,7.73,0.29%,1.04%
https://www.eliteprospects.com/player/641564/adam-dvorakAdam Dvorak2022,Adam Dvorak,Unsigned,F,czech-u20,HC Plzen U20,2022,0,17.42,3.32,6.59,0.29%,0.73%
https://www.eliteprospects.com/player/428803/verneri-metsanenVerneri Metsanen2022,Verneri Metsanen,Unsigned,F,"u20 sm-liiga, mestis","Ilves U20, KOOVEE",2022,3,20.37,1.78,7.04,0.29%,0.80%
https://www.eliteprospects.com/player/341632/william-veilletteWilliam Veillette2022,William Veillette,Unsigned,F,qmjhl,Shawinigan Cataractes,2022,2,19.45,3.06,6.96,0.29%,0.79%
https://www.eliteprospects.com/player/311626/justin-sigristJustin Sigrist2022,Justin Sigrist,Unsigned,F,nla,ZSC Lions,2022,5,22.41,1.5,14.87,0.29%,0.61%
https://www.eliteprospects.com/player/405927/cole-larkinCole Larkin2022,Cole Larkin,Unsigned,D,qmjhl,Acadie-Bathurst Titan,2022,2,19.01,0.26,2.99,0.29%,0.93%
https://www.eliteprospects.com/player/556850/verneri-ahonenVerneri Ahonen2022,Verneri Ahonen,Unsigned,F,u20 sm-liiga,HPK U20,2022,1,18.6,3.91,3.66,0.29%,1.25%
https://www.eliteprospects.com/player/698930/dinis-kadyrovDinis Kadyrov2022,Dinis Kadyrov,Unsigned,D,mhl,Tolpar Ufa,2022,1,18.23,2.46,4.66,0.29%,1.59%
https://www.eliteprospects.com/player/719389/kyle-fredrickKyle Fredrick2022,Kyle Fredrick,Unsigned,F,naphl-18u,Littleton Hawks 18U AA,2022,0,17.3,1.14,5.16,0.29%,1.39%
https://www.eliteprospects.com/player/470683/jonne-toivonenJonne Toivonen2022,Jonne Toivonen,Unsigned,F,u20 sm-liiga,Ilves U20,2022,2,19.69,2.11,5.5,0.29%,0.43%
https://www.eliteprospects.com/player/375736/alexei-drobinAlexei Drobin2022,Alexei Drobin,Unsigned,F,vhl,totals,2022,4,21.24,3.99,12.96,0.29%,0.27%
https://www.eliteprospects.com/player/537559/william-portokalisWilliam Portokalis2022,William Portokalis,Unsigned,F,ohl,totals,2022,2,19.45,1.5,4.47,0.29%,1.52%
https://www.eliteprospects.com/player/708605/nikita-a.-petrovNikita A. Petrov2022,Nikita A. Petrov,Unsigned,D,mhl,Loko-76 Yaroslavl,2022,0,17.25,1.3,2.61,0.29%,1.19%
https://www.eliteprospects.com/player/708626/alexei-churkinAlexei Churkin2022,Alexei Churkin,Unsigned,F,mhl,MHK Atlant Mytishchi,2022,0,17.38,3.89,4.9,0.29%,0.97%
https://www.eliteprospects.com/player/692372/ivan-podshivalovIvan Podshivalov2022,Ivan Podshivalov,Unsigned,F,mhl,Almaz Cherepovets,2022,2,19.57,4.12,8.99,0.29%,0.53%
https://www.eliteprospects.com/player/508310/elliot-ekefjardElliot Ekefjard2022,Elliot Ekefjard,Arizona Coyotes,F,"division-1, allsvenskan","Tegs SK, IF Bjorkloven",2022,2,19.64,1.9,3.35,0.29%,1.07%
https://www.eliteprospects.com/player/318046/kevin-wennstromKevin Wennstrom2022,Kevin Wennstrom,Unsigned,F,allsvenskan,Kristianstads IK,2022,4,21.67,1.94,9.81,0.29%,0.54%
https://www.eliteprospects.com/player/286608/logan-barlageLogan Barlage2022,Logan Barlage,Unsigned,F,whl,totals,2022,3,20.67,3.26,5.97,0.29%,3.61%
https://www.eliteprospects.com/player/551465/lleyton-roedLleyton Roed2022,Lleyton Roed,Unsigned,F,ushl,Tri-City Storm,2022,2,19.11,2.58,8.02,0.29%,1.15%
https://www.eliteprospects.com/player/316737/phillip-schultzPhillip Schultz2022,Phillip Schultz,Unsigned,F,denmark,Esbjerg Energy,2022,4,21.14,1.29,8.32,0.29%,1.65%
https://www.eliteprospects.com/player/529816/andrej-kovacevicAndrej Kovacevic2022,Andrej Kovacevic,Unsigned,F,bchl,Langley Rivermen,2022,0,17.25,2.96,3.77,0.28%,1.64%
https://www.eliteprospects.com/player/596383/mikhail-koshcheyevMikhail Koshcheyev2022,Mikhail Koshcheyev,Unsigned,D,nmhl,SKA-GUOR Kareliya Kondopoga,2022,1,18.93,2.68,2.96,0.28%,0.67%
https://www.eliteprospects.com/player/376253/juuso-ketolaJuuso Ketola2022,Juuso Ketola,Unsigned,D,mestis,Hermes,2022,4,21.5,1.85,10.25,0.28%,1.33%
https://www.eliteprospects.com/player/352575/olaf-bizackiOlaf Bizacki2022,Olaf Bizacki,Unsigned,D,poland,GKS Tychy,2022,5,22.55,0,2.22,0.28%,0.00%
https://www.eliteprospects.com/player/401705/eemeli-takalaEemeli Takala2022,Eemeli Takala,Unsigned,F,mestis,Hermes,2022,4,21.02,,11.08,0.28%,1.63%
https://www.eliteprospects.com/player/322101/eric-parkerEric Parker2022,Eric Parker,Unsigned,D,ncaa,Bowling Green State Univ.,2022,3,20.67,0.95,5.58,0.28%,0.66%
https://www.eliteprospects.com/player/369911/spencer-kringSpencer Kring2022,Spencer Kring,Unsigned,D,nahl,Janesville Jets,2022,3,20.35,1.77,1.89,0.28%,0.39%
https://www.eliteprospects.com/player/452004/mason-primeauMason Primeau2022,Mason Primeau,Vegas Golden Knights,F,ahl,Henderson Silver Knights,2022,3,20.13,2.56,6.76,0.28%,3.59%
https://www.eliteprospects.com/player/394767/alexander-zaitsevAlex Zaitsev2022,Alex Zaitsev,Unsigned,F,vhl,Bars Kazan,2022,3,20.73,2.57,11.96,0.28%,1.14%
https://www.eliteprospects.com/player/382170/florian-eliasFlorian Elias2022,Florian Elias,Unsigned,F,del,Adler Mannheim,2022,2,19.11,2.38,5.63,0.28%,0.63%
https://www.eliteprospects.com/player/344816/samuel-lindecrantzSamuel Lindecrantz2022,Samuel Lindecrantz,Unsigned,F,superelit,Djurgardens IF J20,2022,2,19.46,2.9,6.15,0.28%,0.93%
https://www.eliteprospects.com/player/690732/yuri-anufriyevYuri Anufriyev2022,Yuri Anufriyev,Unsigned,D,mhl,totals,2022,1,18.46,1.24,1.09,0.28%,1.43%
https://www.eliteprospects.com/player/551328/yusaku-andoYusaku Ando2022,Yusaku Ando,Unsigned,F,ushl,Cedar Rapids RoughRiders,2022,1,18.03,7.33,3.83,0.28%,0.27%
https://www.eliteprospects.com/player/643400/adrian-zetterbergAdrian Zetterberg2022,Adrian Zetterberg,Unsigned,F,"j18-elit, superelit, j18 allsvenskan","Timra IK J18, Timra IK J20, Timra IK J18",2022,0,17.47,5.18,3.73,0.28%,0.55%
https://www.eliteprospects.com/player/348012/arvid-costmarArvid Costmar2022,Arvid Costmar,Vancouver Canucks,F,shl,Linkoping HC,2022,3,20.19,3.68,6.77,0.28%,0.76%
https://www.eliteprospects.com/player/354038/kaid-oliverKaid Oliver2022,Kaid Oliver,Unsigned,F,echl,Iowa Heartlanders,2022,4,21.64,1.33,8.6,0.28%,1.60%
https://www.eliteprospects.com/player/351751/luke-reidLuke Reid2022,Luke Reid,Nashville Predators,D,ncaa,Univ. of New Hampshire,2022,2,19.97,3.72,3.74,0.28%,1.20%
https://www.eliteprospects.com/player/475200/jayden-davisJayden Davis2022,Jayden Davis,Unsigned,F,ajhl,Spruce Grove Saints,2022,1,18.54,,5.76,0.28%,0.64%
https://www.eliteprospects.com/player/340087/danila-galenyukDanila Galenyuk2022,Danila Galenyuk,Unsigned,D,khl,totals,2022,4,21.59,1.65,6.33,0.28%,1.45%
https://www.eliteprospects.com/player/412950/dylan-witzkeDylan Witzke2022,Dylan Witzke,Unsigned,D,ncaa,Dartmouth College,2022,2,19.7,1.07,3.18,0.28%,0.13%
https://www.eliteprospects.com/player/538016/alexei-vasilkovAlexei Vasilkov2022,Alexei Vasilkov,Unsigned,F,mhl,Kapitan Stupino,2022,0,17.13,5.48,2.85,0.28%,0.88%
https://www.eliteprospects.com/player/470021/david-maDavid Ma2022,David Ma,Unsigned,D,ncaa,Princeton Univ.,2022,2,19.23,2.19,6.18,0.28%,0.61%
https://www.eliteprospects.com/player/343876/nils-amanNils Aman2022,Nils Aman,Colorado Avalanche,F,shl,Leksands IF,2022,4,21.6,2.03,12.74,0.28%,1.55%
https://www.eliteprospects.com/player/417298/michael-bevilacquaMichael Bevilacqua2022,Michael Bevilacqua,Unsigned,D,ushl,Des Moines Buccaneers,2022,1,18.64,1.52,4.55,0.28%,1.98%
https://www.eliteprospects.com/player/561331/kyle-chyzowskiKyle Chyzowski2022,Kyle Chyzowski,Unsigned,F,whl,Portland Winterhawks,2022,0,17.08,3.48,5.96,0.28%,1.17%
https://www.eliteprospects.com/player/396929/viktor-larssonViktor Larsson2022,Viktor Larsson,Unsigned,D,allsvenskan,Mora IK,2022,2,19.97,1.79,6.17,0.28%,1.81%
https://www.eliteprospects.com/player/258628/bryce-kindoppBryce Kindopp2022,Bryce Kindopp,Anaheim Ducks,F,ahl,San Diego Gulls,2022,5,22.26,1.86,13.82,0.28%,2.69%
https://www.eliteprospects.com/player/326710/andrei-grishakovAndrei Grishakov2022,Andrei Grishakov,Unsigned,F,vhl,Gornyak-UGMK,2022,5,22.33,5.02,16.9,0.28%,3.05%
https://www.eliteprospects.com/player/526046/oskari-hultOskari Hult2022,Oskari Hult,Unsigned,F,"u18 sm-sarja, u20 sm-liiga","Jokerit U18, Jokerit U20",2022,0,17.65,2.91,3.65,0.28%,0.88%
https://www.eliteprospects.com/player/699308/daniil-molodtsovDaniil Molodtsov2022,Daniil Molodtsov,Unsigned,D,mhl,totals,2022,1,18.01,0.79,2.31,0.28%,0.18%
https://www.eliteprospects.com/player/534265/kalle-myllymaaKalle Myllymaa2022,Kalle Myllymaa,Unsigned,F,"u20 sm-liiga, liiga","Assat U20, Assat",2022,2,19.48,3.3,11.2,0.28%,0.82%
https://www.eliteprospects.com/player/331884/richard-jakubecRichard Jakubec2022,Richard Jakubec,Unsigned,D,slovakia2,HK 95 Povazska Bystrica,2022,5,22.02,1.15,5.31,0.28%,0.07%
https://www.eliteprospects.com/player/571874/alexander-germanAlex German2022,Alex German,Unsigned,D,usphl-18u,Northern Cyclones 18U AAA,2022,0,17.19,,3.64,0.28%,1.33%
https://www.eliteprospects.com/player/700177/gleb-bulychyovGleb Bulychyov2022,Gleb Bulychyov,Unsigned,D,"nmhl, vhl","Dizelist Penza, Dizel Penza",2022,1,18.2,1.63,2.97,0.28%,0.53%
https://www.eliteprospects.com/player/698579/stepan-frolovStepan Frolov2022,Stepan Frolov,Unsigned,D,mhl,MHK Spartak Moskva,2022,0,17.36,0.3,1.25,0.28%,1.86%
https://www.eliteprospects.com/player/512093/max-montesMax Montes2022,Max Montes,Unsigned,F,ushl,Dubuque Fighting Saints,2022,1,18.04,5.54,6.26,0.28%,0.51%
https://www.eliteprospects.com/player/415484/primo-selfPrimo Self2022,Primo Self,Unsigned,F,bchl,Surrey Eagles,2022,2,19.8,6.76,5.57,0.28%,0.26%
https://www.eliteprospects.com/player/396917/denis-budenchukDenis Budenchuk2022,Denis Budenchuk,Unsigned,F,kazakhstan,totals,2022,3,20.89,,10.1,0.28%,0.22%
https://www.eliteprospects.com/player/295647/christian-sarloChristian Sarlo2022,Christian Sarlo,Unsigned,F,ncaa,Penn State Univ.,2022,3,20.21,2.98,5.02,0.28%,1.46%
https://www.eliteprospects.com/player/318345/grant-silianoffGrant Silianoff2022,Grant Silianoff,Unsigned,F,ncaa,Univ. of Notre Dame,2022,3,20.7,2.83,8.94,0.28%,0.46%
https://www.eliteprospects.com/player/385712/liam-steeleLiam Steele2022,Liam Steele,Unsigned,D,cahs,Stanstead College Varsity,2022,0,17.4,,1.66,0.28%,2.43%
https://www.eliteprospects.com/player/290196/case-mccarthyCase Mccarthy2022,Case Mccarthy,New Jersey Devils,D,ncaa,Boston Univ.,2022,3,20.68,4.52,8.55,0.28%,3.90%
https://www.eliteprospects.com/player/294599/daniyal-dzhaniyevDaniyal Dzhaniyev2022,Daniyal Dzhaniyev,Unsigned,F,ncaa,Penn State Univ.,2022,1,19,3.82,7.94,0.28%,0.16%
https://www.eliteprospects.com/player/639712/brady-schultzBrady Schultz2022,Brady Schultz,Unsigned,D,qmjhl,Halifax Mooseheads,2022,0,17.15,0.85,3.3,0.28%,0.86%
https://www.eliteprospects.com/player/360914/carter-robertsonCarter Robertson2022,Carter Robertson,Unsigned,D,"echl, ahl","Norfolk Admirals, Charlotte Checkers",2022,4,21.67,2.42,3.82,0.28%,0.53%
https://www.eliteprospects.com/player/616229/mason-langenbrunnerMason Langenbrunner2022,Mason Langenbrunner,Boston Bruins,D,ushl,Fargo Force,2022,2,19,1.48,4.23,0.28%,0.86%
https://www.eliteprospects.com/player/578998/alex-blaisAlex Blais2022,Alex Blais,Unsigned,F,qmjhl,Chicoutimi Sagueneens,2022,0,17.54,,6.29,0.28%,0.95%
https://www.eliteprospects.com/player/730526/vladislav-buikoVladislav Buiko2022,Vladislav Buiko,Unsigned,F,"belarus, belarus-vysshaya","Lokomotiv Orsha, Sobol Beryoza",2022,0,17.89,5.41,5.8,0.28%,0.72%
https://www.eliteprospects.com/player/395296/travis-treloarTravis Treloar2022,Travis Treloar,Unsigned,F,ncaa,Ohio State Univ.,2022,3,20.35,4.32,6.18,0.28%,1.37%
https://www.eliteprospects.com/player/508235/alexis-danielAlexis Daniel2022,Alexis Daniel,Unsigned,F,qmjhl,Moncton Wildcats,2022,1,18.12,1.28,3.58,0.28%,0.49%
https://www.eliteprospects.com/player/322103/quinn-olsonQuinn Olson2022,Quinn Olson,Boston Bruins,F,ncaa,Univ. of Minnesota-Duluth,2022,3,20.35,4.6,9.46,0.28%,0.69%
https://www.eliteprospects.com/player/395123/alexander-daryinAlex Daryin2022,Alex Daryin,Arizona Coyotes,F,vhl,Molot Perm,2022,4,21.08,2.45,9.97,0.28%,1.81%
https://www.eliteprospects.com/player/423750/andrej-golianAndrej Golian2022,Andrej Golian,Unsigned,D,slovakia,HC Slovan Bratislava,2022,3,20.53,0.84,4.12,0.28%,0.43%
https://www.eliteprospects.com/player/698977/yaroslav-trofimovYaroslav Trofimov2022,Yaroslav Trofimov,Unsigned,D,mhl,Avto Yekaterinburg,2022,1,18.05,1.19,2.89,0.28%,0.31%
https://www.eliteprospects.com/player/352161/owen-williamsOwen Williams2022,Owen Williams,Unsigned,D,"erste-liga, romania","ASC Corona Brasov, ASC Corona Brasov",2022,3,20.97,1.18,7.95,0.28%,1.41%
https://www.eliteprospects.com/player/234246/arvid-degerstedtArvid Degerstedt2022,Arvid Degerstedt,Unsigned,F,"division-1, allsvenskan","Borlange HF, IF Troja-Ljungby",2022,5,22.32,2.2,13.84,0.28%,0.41%
https://www.eliteprospects.com/player/514129/sergei-odinokovSergei Odinokov2022,Sergei Odinokov,Unsigned,F,mhl,Sibirskie Snaipery Novosibirsk,2022,2,19.92,2.66,9.9,0.28%,0.37%
https://www.eliteprospects.com/player/398144/nikita-okhotyukNikita Okhotyuk2022,Nikita Okhotyuk,New Jersey Devils,D,"ahl, nhl","Utica Comets, New Jersey Devils",2022,3,20.78,2.62,8.05,0.28%,2.35%
https://www.eliteprospects.com/player/403342/tom-cadieuxTom Cadieux2022,Tom Cadieux,Unsigned,D,whl,totals,2022,2,19.01,0.86,3.58,0.28%,0.40%
https://www.eliteprospects.com/player/419780/dovar-tinlingDovar Tinling2022,Dovar Tinling,Unsigned,F,"ncaa, ushl","Univ. of Vermont, Des Moines Buccaneers",2022,1,18.54,4.01,5.84,0.28%,0.61%
https://www.eliteprospects.com/player/530476/mikhail-kulakovskyMikhail Kulakovsky2022,Mikhail Kulakovsky,Unsigned,F,mhl,totals,2022,2,19.29,3.12,5.52,0.28%,1.20%
https://www.eliteprospects.com/player/242575/oscar-nilssonOscar Nilsson2022,Oscar Nilsson,Unsigned,F,superelit,Skelleftea AIK J20,2022,2,19.5,3.82,9.61,0.28%,0.77%
https://www.eliteprospects.com/player/512907/oleg-zaytsevOleg Zaytsev2022,Oleg Zaytsev,Unsigned,F,"khl, vhl","Dynamo Moskva, Dynamo St. Petersburg",2022,3,20.69,6.61,5.32,0.28%,1.05%
https://www.eliteprospects.com/player/697965/maxim-korostelyovMaxim Korostelyov2022,Maxim Korostelyov,Unsigned,F,mhl,totals,2022,1,18.09,2.94,9.02,0.28%,1.27%
https://www.eliteprospects.com/player/623824/jaksen-panzerJaksen Panzer2022,Jaksen Panzer,Unsigned,F,"ushs-mn, nahl, ushl","East Grand Forks High, Minot Minotauros, Sioux Falls Stampede",2022,0,17.44,3.1,5.61,0.28%,0.88%
https://www.eliteprospects.com/player/278126/jakob-heljemoJakob Heljemo2022,Jakob Heljemo,Unsigned,F,allsvenskan,Tingsryds AIF,2022,4,21.99,3.38,13.56,0.28%,0.37%
https://www.eliteprospects.com/player/709021/vadim-lukinVadim Lukin2022,Vadim Lukin,Unsigned,D,mhl,Stalnye Lisy Magnitogorsk,2022,0,17.22,1.25,2.05,0.28%,1.38%
https://www.eliteprospects.com/player/341010/jack-andersonJack Anderson2022,Jack Anderson,Unsigned,D,nahl,El Paso Rhinos,2022,1,18.84,0.99,2.99,0.28%,2.63%
https://www.eliteprospects.com/player/618503/miroslav-mikhalyovMiroslav Mikhalyov2022,Miroslav Mikhalyov,Unsigned,F,"belarus, belarus-vysshaya","Dinamo-Molodechno, Minskie Zubry",2022,1,18.26,5.22,2.79,0.28%,0.42%
https://www.eliteprospects.com/player/290469/theodor-pistekTheodor Pistek2022,Theodor Pistek,Unsigned,F,allsvenskan,Kristianstads IK,2022,3,20.22,2.03,7.55,0.28%,1.32%
https://www.eliteprospects.com/player/620324/artyom-baraboshaArtyom Barabosha2022,Artyom Barabosha,Unsigned,D,mhl,Krasnaya Armiya Moskva,2022,0,17.5,0.67,2.87,0.28%,1.06%
https://www.eliteprospects.com/player/450502/ruslan-gospodynkoRuslan Gospodynko2022,Ruslan Gospodynko,Unsigned,F,vhl,Omskie Krylia,2022,3,20.62,4.46,5.51,0.28%,0.55%
https://www.eliteprospects.com/player/564451/zach-urdahlZach Urdahl2022,Zach Urdahl,Unsigned,F,ncaa,Univ. of Wisconsin,2022,2,19.92,5.87,3.09,0.28%,0.44%
https://www.eliteprospects.com/player/589941/nikita-kiryanovNikita Kiryanov2022,Nikita Kiryanov,Unsigned,F,mhl,Loko Yaroslavl,2022,2,19.36,3.82,11.36,0.28%,4.29%
https://www.eliteprospects.com/player/351084/mike-ladymanMike Ladyman2022,Mike Ladyman,Unsigned,D,bchl,Salmon Arm Silverbacks,2022,3,20.46,1.45,5.43,0.28%,0.27%
https://www.eliteprospects.com/player/634009/anthony-clicheAnthony Cliche2022,Anthony Cliche,Unsigned,D,"ushl, bchl","Muskegon Lumberjacks, Vernon Vipers",2022,1,18.27,1.48,1.76,0.28%,1.77%
https://www.eliteprospects.com/player/494419/jake-boltmannJake Boltmann2022,Jake Boltmann,Calgary Flames,D,ncaa,Univ. of Notre Dame,2022,2,19.91,1.17,5.16,0.28%,0.16%
https://www.eliteprospects.com/player/587753/cody-croalCody Croal2022,Cody Croal,Unsigned,F,"ushl, naphl-18u","Muskegon Lumberjacks, Northstar Christian Acad 18U AAA",2022,1,18.25,4.53,4.24,0.28%,0.60%
https://www.eliteprospects.com/player/296565/tim-berniTim Berni2022,Tim Berni,Columbus Blue Jackets,D,ahl,Cleveland Monsters,2022,4,21.59,1.41,6.65,0.28%,0.88%
